Signatur,Sortierung,Spider,Test,Parameter,Bedeutung,Format,URL (manuell),Bezeichnung der URL (nur intern),Stufe 2 de,Stufe 2 fr,Stufe 2 it,Stufe 3 de,Stufe 3 fr,Stufe 3 it,Matching,GN-Match,Bemerkung DE,Bemerkung FR,Bemerkung IT,interne Bemerkung,Gesetzliche Grundlage,Aktivität
CH_BGer_001,1,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,I. Öffentlich-rechtliche Abteilung,Ire Cour de droit public,I Corte di diritto pubblico,I. Öffentlich-rechtliche Abteilung|Ire Cour de droit public|I Corte di diritto pubblico,1#1B|1#1C|1#1D|1#1E|1#1F|1#1G|1#1X|1#1Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_002,2,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,II. Offentlich-rechtliche Abteilung,IIe Cour de droit public,II Corte di diritto pubblico,II. Offentlich-rechtliche Abteilung|IIe Cour de droit public|II Corte di diritto pubblico,1#2B|1#2C|1#2D|1#2E|1#2F|1#2G|1#2X|1#2Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_004,4,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,I. Zivilrechtliche Abteilung,Ire Cour de droit civil,I Corte di diritto civile,I. Zivilrechtliche Abteilung|Ire Cour de droit civil|I Corte di diritto civile,1#4A|1#4D|1#4E|1#4F|1#4G|1#4X|1#4Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_005,5,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,II. Zivilrechtliche Abteilung,IIe Cour de droit civil,II Corte di diritto civile,II. Zivilrechtliche Abteilung|IIe Cour de droit civil|II Corte di diritto civile,1#5A|1#5D|1#5E|1#5F|1#5G|1#5X|1#5Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_006,6,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,I. Strafrechtliche Abteilung,Ire Cour de droit pénal,I Corte di diritto penale,I. Strafrechtliche Abteilung|Ire Cour de droit pénal|I Corte di diritto penale|Strafrechtliche Abteilung|Cour de droit pénal|Corte di diritto penale,1#6B|1#6D|1#6E|1#6F|1#6G|1#6S|1#6P|1#6X|1#6Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_007,7,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,II. Strafrechtliche Abteilung,IIe Cour de droit pénal,II Corte di diritto penale,II. Strafrechtliche Abteilung|IIe Cour de droit pénal|II Corte di diritto penale,1#7B|1#7D|1#7E|1#7F|1#7G|1#7X|1#7Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_008,8,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,III. Öffentlich-rechtliche Abteilung (I. Sozialrechtliche Abteilung),IIIe Cour de droit public (Ire Cour de droit social),III Corte di diritto pubblico (I Corte di diritto sociale),III. Öffentlich-rechtliche Abteilung|I. Sozialrechtliche Abteilung|IIIe Cour de droit public|Ire Cour de droit social|III Corte di diritto pubblico|I Corte di diritto sociale,1#8C|1#8D|1#8E|1#8F|1#8G|1#8X|1#8Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_009,9,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,IV. Öffentlich-rechtliche Abteilung (II. Sozialrechtliche Abteilung),IVe Cour de droit public (IIe Cour de droit social),IV Corte di diritto pubblico (II Corte di diritto sociale),IV. Öffentlich-rechtliche Abteilung|II. Sozialrechtliche Abteilung|IVe Cour de droit public|IIe Cour de droit social|IV Corte di diritto pubblico|II Corte di diritto sociale,1#9C|1#9D|1#9E|1#9F|1#9G|1#9X|1#9Y,seit 2000,depuis 2000,dal 2000,,BUND 173.110.131,
CH_BGer_010,10,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Schuldbetreibungs- und Konkurskammer (bis 2006),Chambre des poursuites et des faillites (jusqu'en 2006),Camera delle esecuzioni e dei fallimenti (fino a 2006),Schuldbetreibungs- und Konkurskammer|Chambre des poursuites et des faillites|Camera delle esecuzioni e dei fallimenti,,,,,,,
CH_BGer_011,11,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Rekurskommission,Commission de recours,Commissione di ricorso,Rekurskommission|Commission de recours|Commissione di ricorso,1#13Y,,,,,,
CH_BGer_012,12,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Anklagekammer (bis 2004)      ,Chambre d'accusation (jusqu'en 2004),Camera d'accusa (fino a 2004),Anklagekammer|Chambre d'accusation|Camera d'accusa,,,,,,,
CH_BGer_013,13,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Bundesstrafgericht (bis 2004),Cour pénale fédérale (jusqu'en 2004),Corte penale federale (fino a 2004),Bundesstrafgericht|Cour pénale fédérale|Corte penale federale,,,,,,,
CH_BGer_014,14,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Ausserordentlicher Kassationhof (bis 2004),Cour de cassation extraordinaire (jusqu'en 2004),Corte di cassazione estraordinaria (fino a 2004),Ausserordentlicher Kassationhof|Cour de cassation extraordinaire|Corte di cassazione estraordinaria,,,,,,,
CH_BGer_015,15,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Verwaltungskommission,Commission administrative,Commissione amministrativa,Verwaltungskommission|Commission administrative|Commissione amministrativa,1#12T,,,,,,
CH_BGer_016,16,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,Eidgenössisches Versicherungsgericht,Tribunal fédéral des assurances,Tribunale federale delle assicurazioni,Eidgenössisches Versicherungsgericht|Tribunal fédéral des assurances|Tribunale federale delle assicurazioni,,,,,,,
CH_BGer_999,17,CH_BGer,,ab,Entscheiddatum,TT.MM.JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,Tribunal fédéral,Tribunale federale,sonstiges,autres,diversi,,,,,,,BUND 173.110.131,
CH_BGE_001,20,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band I,Volume I,Volume Ia,,3#I,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_002,21,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band Ia,Volume Ia,Volume Ia,,3#Ia,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_003,22,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band Ib,Volume Ib,Volume Ib,,3#Ib,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_004,23,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band II,Volume II,Volume II,,3#II,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_005,24,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band III,Volume III,Volume III,,3#III,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_006,25,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band IV,Volume IV,Volume IV,,3#IV,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_007,26,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band V,Volume V,Volume V,,3#V,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_008,27,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band VI,Volume VI,Volume VI,,3#VI,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_009,28,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band VII,Volume VII,Volume VII,,3#VII,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_010,29,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band VIII,Volume VIII,Volume VIII,,3#VIII,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_011,30,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),Band IX,Volume IX,Volume IX,,3#IX,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_012,30,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),EGMR,CEDH,CEDU,EGMR,,Leitentscheide,Arrêts principaux,Decisioni principali,,BUND 173.110.131,
CH_BGE_999,31,CH_BGE,,ab,Publikationsjahr,JJJJ,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht (BGE),Tribunal fédéral (ATF),Tribunale federale (DTF),sonstiges,autres,diversi,,,,,,,BUND 173.110.131,
CH_BGer_020,40,,,,,,https://www.bger.ch/ext/eurospider/live/de/php/clir/http/index_atf.php,Bundesgericht,Bundesgericht,,,Rekurskommission,,,,,,,,,BUND 173.110.131,
CH_BGer_021,41,,,,,,https://www.bger.ch/ext/eurospider/live/de/php/aza/http/index.php,"Bundesgericht (""Weitere Urteile ab 2000"")",Bundesgericht,,,,,,,,,,,,,
CH_BGer_022,42,,,,,,,,Bundesgericht,,,Sonstige Abteilungen,,,,,,,,,,
CH_BVGE_001,43,CH_BVGer,,"ab, bis",Entscheiddatum,JJJJ,https://www.bvger.ch/bvger/de/home/rechtsprechung/entscheiddatenbank-bvger.html,Bundesverwaltungsgericht,Bundesverwaltungsgericht,,,,,,,,,,,,BUND 173.320.1,
CH_PATG_001,44,CH_BPatG,,,,,https://www.bundespatentgericht.ch/rechtsprechung/datenbankabfrage/,Bundespatentgericht,Bundespatentgericht,,,,,,,,,,,,BUND 173.41,
CH_BSTG_001,45,CH_BSTG,,ab,Entscheiddatum,JJJJ-MM-TT,https://bstger.weblaw.ch,Bundesstrafgericht,Bundesstrafgericht,Tribunal pénal fédéral,Tribunale penale federale,,,,,,,,,,BUND 173.71,
CH_VB_001,46,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Staatssekretariat für Bildung und Forschung,Secrétariat d'État à l'éducation et à la recherche,La Segreteria di Stato per la formazione e la ricerca,,,,,,,,
CH_VB_002,47,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössisches Justiz- und Polizeidepartement (EJPD),"DFJP, Département fédéral de justice et police",Dipartimento federale di giustizia e polizia DFGP,Département fédéral de justice et police,,,,,,,
CH_VB_003,48,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),"Bundesamt für Justiz, BJ","Office fédéral de la justice, OFJ","Ufficio federale di giustizia, UFG",Office fédéral de la justice|Bundesamt für Justiz,,,,,,,
CH_VB_004,49,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),"BK, Sektion Recht","ChF, section du droit","CaF, Sezione del diritto",,,,,,,,
CH_VB_005,50,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössischen Finanzdepartement (EFD),"DFF, Département fédéral des finances",Dipartimento federale delle finanze (DFF),,,,,,,,
CH_VB_006,51,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),"EDA, Direktion für Völkerrecht (DV)","DFAE, Direction du droit international public",DFAE Direzione del diritto internazionale pubblico (DDIP),DFAE|Direction du droit international public & Office fédéral de |Direction du droit international public,,,,,,,
CH_VB_007,52,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),ETH-Beschwerdekommission,Commission de recours interne des EPF,Commissione di ricorso dei PF,Commission de recours interne des EPF|CRIEPF,,,,,,,
CH_VB_008,53,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Bundesrat,Conseil fédéral,Consiglio federale,,,,,,,,
CH_VB_009,54,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),"Rekurskommission Eidg. Departement für Verteidigung, Bevölkerungsschutz und Sport","Commission de recours du Département fédéral de la défense, de la protection de la population et des sports","Commissione di ricorso del Dipartimento federale della difesa, della protezione della popolazione e dello sport  ","DDPS|Département fédéral de la défense, de la protection de la population et des sports|Commission de recours du Département fédéral de la défense, de la protection de la population",,,,,,,
CH_VB_010,55,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),"Unabhängige Beschwerdeinstanz für Radio und Fernsehen, UBI","Autorité indépendante d’examen des plaintes (radio-télé), AIEP","Autorità indipendente di ricorso in materia radiotelevisiva, AIRR",AIEP|Autorité indépendante d'examen des plaintes en matière de radio-télévision|Unabhängige Beschwerdeinstanz für Radio und Fernsehen,,,,,,,
CH_VB_011,56,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Rekurskommission INUM,"CRINEN, Commission de recours en matière d'infrastructures et d'environnement, jusqu'à 2006","CRINAM, Commissione federale di ricorso in materia d'infrastrutture ed ambiente",Commission de recours en matière d'infrastructures et d'environnement,,,,,,,
CH_VB_012,57,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössische Personalrekurskommission,Commission fédérale de recours en matière de personnel fédéral jusqu'à 2006,Commissione di ricorso in materia di persona,Commission fédérale de recours en matière de personnel fédéral|Eidgenössische Personalrekurskommission,,,,,,,
CH_VB_013,58,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Europäischer Gerichtshof für Menschenrechte,Cour européenne des droits de l'homme,Corte europea dei diritti dell'uomo,,,,,,,,
CH_VB_014,59,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Datenschutzkommission,"Commission fédérale de la protection des données et de la transparence, jusqu'à 2006",Commissione federale della protezione dei dati,,,,,,,,
CH_VB_015,60,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Steuerrekurskommission,"Commission fédérale de recours en matière de contributions, jusqu'à 2006",Commissione federale di ricorso in materia di contribuzioni,,,,,,,,
CH_VB_016,61,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Zollrekurskommission,"Commission fédérale de recours en matière de douanes, jusqu'à 2006",Commissione federale di ricorso in materia doganale,,,,,,,,
CH_VB_017,62,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Rekurskommission für das öffentliche Beschaffungswesen,"Commission fédérale de recours en matière de marchés publics, jusqu'à 2006",Commissione federale di ricorso in materia di acquisti pubblici,Commission fédérale de recours en matière de marchés publics,,,,,,,
CH_VB_018,63,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössische Rekurskommission für Heilmittel,Commission fédérale de recours en matière de produits thérapeutiques,Commissione federale di ricorso in materia di agenti terapeutici,Commission fédérale de recours en matière de produits thérapeutiques|Eidgenössische Rekurskommission für Heilmittel (REKO HM),,,,,,,
CH_VB_019,64,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Schweizerische Asylrekurskommission,Commission suisse de recours en matière d'asile,Commissione svizzera di ricorso in materia d'asilo,Commission suisse de recours en matière d'asile,,,,,,,
CH_VB_020,65,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Rekurskommission für die Staatshaftung,Commission fédérale de recours en matière de responsabilité de l'Etat, Commissione federale di ricorso in materia di responsabilità dello Stato,Commission fédérale de recours en matière de responsabilité de l'Etat,,,,,,,
CH_VB_021,66,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),,Comité des Nations Unies contre la torture,,Comité des Nations Unies contre la torture,,,,,,,
CH_VB_022,67,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Rekuskommission des Bundesgerichts,Commission de recours du Tribunal fédéral,Commissione di ricorso del Tribunale federale,Commission de recours du Tribunal fédéral|Tribunal fédéral,,,,,,,
CH_VB_023,68,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Rekurskommission für Zivilschutzangelegenheiten,Commission de recours en matière de protection civile,Commissione di ricorso in materia di protezione civile  ,Commission fédérale de recours en matière de protection civile,,,,,,,
CH_VB_024,69,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Alkoholrekurskommission,Commission fédérale de recours en matière d'alcool,Commissione federale di ricorso dell'alcool,Commission fédérale de recours en matière d'alcool,,,,,,,
CH_VB_025,70,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössische Rekurskommission für Forschungsförderung,Commission fédérale de recours en matière d’encouragement de la recherche,Commissione federale di ricorso per la promozione della ricerca,Commission fédérale de recours en matière d'encouragement de la recherche,,,,,,,
CH_VB_026,71,CH_VB,,,,,https://www.amtsdruckschriften.bar.admin.ch/setLanguage.do?lang=DE&currWebPage=searchHome#resultlist,Schweizerisches Bundesarchiv,Verwaltungspraxis der Bundesbehörden (1987-2017),Jurisprudence des autorités administratives de la Confédération (1987-2017) ,Giurisprudenza delle autorità amministrative della Confederazione (1987-2017),Eidgenössische Rekurskommission für medizinische Aus- und Weiterbildung,Commission fédérale de recours pour la formation de base et la formation postgrade des professions médicales,Commissione federale di ricorso per la formazione medica e il perfezionamento,Commission fédérale de recours pour la formation de base et la formation postgrade des profession|Eidgenössische Rekurskomission für medizinische Aus- und Weiterbildung (REKO MAW),,,,,,,
